D_target;pinf;pcont;kk;tt;cc;V_0;V_eff;V_t;lambda_t;P_disease_t;sim;nn
100;0.1;0.6;0.3;1;12;5;1;1.349858807576;16.198305690912;3.58261383524017e-05;100_2;20
100;0.1;0.6;0.3;2;12;5;1;1.82211880039051;21.8654256046861;8.41843311213397e-05;100_2;20
100;0.1;0.6;0.3;3;12;5;1;2.45960311115695;29.5152373338834;0.000149457354578719;100_2;20
100;0.1;0.6;0.3;4;12;5;1;3.32011692273655;39.8414030728386;0.000237559962459888;100_2;20
100;0.1;0.6;0.3;5;12;5;1;4.48168907033806;53.7802688440568;0.000356473731409568;100_2;20
100;0.1;0.6;0.3;6;12;5;1;6.04964746441294;72.5957695729553;0.000516968098100645;100_2;20
100;0.1;0.6;0.3;7;12;5;1;8.16616991256765;97.9940389508118;0.000733571966141766;100_2;20
100;0.1;0.6;0.3;8;12;5;1;11.0231763806416;132.278116567699;0.00102588215835575;100_2;20
100;0.1;0.6;0.3;9;12;5;1;14.8797317248728;178.556780698474;0.00142032403579595;100_2;20
100;0.1;0.6;0.3;10;12;5;1;20.0855369231877;241.026443078252;0.00195251788100059;100_2;20
100;0.1;0.6;0.3;11;12;5;1;27.1126389206579;325.351667047895;0.00267045461926463;100_2;20
100;0.1;0.6;0.3;12;12;5;1;36.598234443678;439.178813324136;0.00363874884694104;100_2;20
100;0.1;0.6;0.3;13;12;5;1;49.4024491055302;592.829389266362;0.00494431851257604;100_2;20
100;0.1;0.6;0.3;14;12;5;1;66.6863310409252;800.235972491102;0.00670394042945588;100_2;20
100;0.1;0.6;0.3;0;12;7;3;3;36;0;100_3;20
100;0.1;0.6;0.3;1;12;7;3;4.04957642272801;48.5949170727361;5.01562343073747e-05;100_3;20
100;0.1;0.6;0.3;2;12;7;3;5.46635640117153;65.5962768140583;0.000117856079176026;100_3;20
100;0.1;0.6;0.3;3;12;7;3;7.37880933347085;88.5457120016502;0.000209234041723017;100_3;20
100;0.1;0.6;0.3;4;12;7;3;9.96035076820964;119.524209218516;0.00033256814496696;100_3;20
100;0.1;0.6;0.3;5;12;7;3;13.4450672110142;161.34080653217;0.000499027640850414;100_3;20
100;0.1;0.6;0.3;6;12;7;3;18.1489423932388;217.787308718866;0.000723680497918044;100_3;20
100;0.1;0.6;0.3;7;12;7;3;24.498509737703;293.982116852435;0.00102685005469338;100_3;20
100;0.1;0.6;0.3;8;12;7;3;33.0695291419248;396.834349703098;0.00143594027963467;100_3;20
100;0.1;0.6;0.3;9;12;7;3;44.6391951746185;535.670342095422;0.00198788863986654;100_3;20
100;0.1;0.6;0.3;10;12;7;3;60.256610769563;723.079329234756;0.00273245716493031;100_3;20
100;0.1;0.6;0.3;11;12;7;3;81.3379167619736;976.055001143684;0.00373663862756746;100_3;20
100;0.1;0.6;0.3;12;12;7;3;109.794703331034;1317.53643997241;0.00509053834568074;100_3;20
100;0.1;0.6;0.3;13;12;7;3;148.20734731659;1778.48816779909;0.00691519417549769;100_3;20
100;0.1;0.6;0.3;14;12;7;3;200.058993122775;2400.70791747331;0.00937291569453391;100_3;20
100;0.1;0.6;0.3;0;12;9;4;4;48;0;100_4;20
100;0.1;0.6;0.3;1;12;9;4;5.39943523030401;64.7932227636481;6.44861249032846e-05;100_4;20
100;0.1;0.6;0.3;2;12;9;4;7.28847520156204;87.4617024187444;0.000151526693348614;100_4;20
100;0.1;0.6;0.3;3;12;9;4;9.8384124446278;118.060949335534;0.000269007155080825;100_4;20
100;0.1;0.6;0.3;4;12;9;4;13.2804676909462;159.365612291354;0.000427567298774356;100_4;20
100;0.1;0.6;0.3;5;12;9;4;17.9267562813523;215.121075376227;0.000641561221427445;100_4;20
100;0.1;0.6;0.3;6;12;9;4;24.1985898576518;290.383078291821;0.00093035014561782;100_4;20
100;0.1;0.6;0.3;7;12;9;4;32.6646796502706;391.976155803247;0.00132004206806546;100_4;20
100;0.1;0.6;0.3;8;12;9;4;44.0927055225664;529.112466270797;0.00184583008057393;100_4;20
100;0.1;0.6;0.3;9;12;9;4;59.5189268994913;714.227122793896;0.00255513065617818;100_4;20
100;0.1;0.6;0.3;10;12;9;4;80.3421476927507;964.105772313008;0.00351178695352272;100_4;20
100;0.1;0.6;0.3;11;12;9;4;108.450555682632;1301.40666819158;0.00480168284376759;100_4;20
100;0.1;0.6;0.3;12;12;9;4;146.392937774712;1756.71525329654;0.00654021245429837;100_4;20
100;0.1;0.6;0.3;13;12;9;4;197.609796422121;2371.31755706545;0.00888216618664295;100_4;20
100;0.1;0.6;0.3;14;12;9;4;266.745324163701;3200.94388996441;0.0120347194532953;100_4;20
100;0.1;0.6;0.3;0;12;9;5;5;60;0;100_5;20
100;0.1;0.6;0.3;1;12;9;5;6.74929403788002;80.9915284545602;6.44861249032846e-05;100_5;20
100;0.1;0.6;0.3;2;12;9;5;9.11059400195254;109.327128023431;0.000151526693348614;100_5;20
100;0.1;0.6;0.3;3;12;9;5;12.2980155557847;147.576186669417;0.000269007155080825;100_5;20
100;0.1;0.6;0.3;4;12;9;5;16.6005846136827;199.207015364193;0.000427567298774356;100_5;20
100;0.1;0.6;0.3;5;12;9;5;22.4084453516903;268.901344220284;0.000641561221427445;100_5;20
100;0.1;0.6;0.3;6;12;9;5;30.2482373220647;362.978847864777;0.00093035014561782;100_5;20
100;0.1;0.6;0.3;7;12;9;5;40.8308495628383;489.970194754059;0.00132004206806546;100_5;20
100;0.1;0.6;0.3;8;12;9;5;55.115881903208;661.390582838496;0.00184583008057393;100_5;20
100;0.1;0.6;0.3;9;12;9;5;74.3986586243641;892.78390349237;0.00255513065617818;100_5;20
100;0.1;0.6;0.3;10;12;9;5;100.427684615938;1205.13221539126;0.00351178695352272;100_5;20
100;0.1;0.6;0.3;11;12;9;5;135.563194603289;1626.75833523947;0.00480168284376759;100_5;20
100;0.1;0.6;0.3;12;12;9;5;182.99117221839;2195.89406662068;0.00654021245429837;100_5;20
100;0.1;0.6;0.3;13;12;9;5;247.012245527651;2964.14694633181;0.00888216618664295;100_5;20
100;0.1;0.6;0.3;14;12;9;5;333.431655204626;4001.17986245551;0.0120347194532953;100_5;20
100;0.1;0.6;0.3;0;12;10;6;6;72;0;100_6;20
100;0.1;0.6;0.3;1;12;10;6;8.09915284545602;97.1898341454722;7.16509931926179e-05;100_6;20
100;0.1;0.6;0.3;2;12;10;6;10.9327128023431;131.192553628117;0.000168361575241138;100_6;20
100;0.1;0.6;0.3;3;12;10;6;14.7576186669417;177.0914240033;0.000298892371656589;100_6;20
100;0.1;0.6;0.3;4;12;10;6;19.9207015364193;239.048418437031;0.000475063490183891;100_6;20
100;0.1;0.6;0.3;5;12;10;6;26.8901344220284;322.681613064341;0.000712820389297986;100_6;20
100;0.1;0.6;0.3;6;12;10;6;36.2978847864777;435.574617437732;0.00103366894018675;100_6;20
100;0.1;0.6;0.3;7;12;10;6;48.9970194754059;587.964233704871;0.00146660580445401;100_6;20
100;0.1;0.6;0.3;8;12;10;6;66.1390582838496;793.668699406195;0.0020507118825086;100_6;20
100;0.1;0.6;0.3;9;12;10;6;89.278390349237;1071.34068419084;0.00283863075122537;100_6;20
100;0.1;0.6;0.3;10;12;10;6;120.513221539126;1446.15865846951;0.00390122343592558;100_6;20
100;0.1;0.6;0.3;11;12;10;6;162.675833523947;1952.11000228737;0.0053337779106557;100_6;20
100;0.1;0.6;0.3;12;12;10;6;219.589406662068;2635.07287994481;0.007264257200711;100_6;20
100;0.1;0.6;0.3;13;12;10;6;296.414694633181;3556.97633559817;0.00986419073959821;100_6;20
100;0.1;0.6;0.3;14;12;10;6;400.117986245551;4801.41583494661;0.0133629380416301;100_6;20
100;0.1;0.6;0.3;0;12;12;4;4;48;0;100_7;20
100;0.1;0.6;0.3;1;12;12;4;5.39943523030401;64.7932227636481;8.59805757555954e-05;100_7;20
100;0.1;0.6;0.3;2;12;12;4;7.28847520156204;87.4617024187444;0.000202030488662186;100_7;20
100;0.1;0.6;0.3;3;12;12;4;9.8384124446278;118.060949335534;0.000358660124735399;100_7;20
100;0.1;0.6;0.3;4;12;12;4;13.2804676909462;159.365612291354;0.000570049102550763;100_7;20
100;0.1;0.6;0.3;5;12;12;4;17.9267562813523;215.121075376227;0.00085532348201478;100_7;20
100;0.1;0.6;0.3;6;12;12;4;24.1985898576518;290.383078291821;0.00124027447628805;100_7;20
100;0.1;0.6;0.3;7;12;12;4;32.6646796502706;391.976155803247;0.00175966875242162;100_7;20
100;0.1;0.6;0.3;8;12;12;4;44.0927055225664;529.112466270797;0.00246034933247707;100_7;20
100;0.1;0.6;0.3;9;12;12;4;59.5189268994913;714.227122793896;0.00340538922964695;100_7;20
100;0.1;0.6;0.3;10;12;12;4;80.3421476927507;964.105772313008;0.0046796398744573;100_7;20
100;0.1;0.6;0.3;11;12;12;4;108.450555682632;1301.40666819158;0.00639711472294857;100_7;20
100;0.1;0.6;0.3;12;12;12;4;146.392937774712;1756.71525329654;0.00871076400208615;100_7;20
100;0.1;0.6;0.3;13;12;12;4;197.609796422121;2371.31755706545;0.0118253217654938;100_7;20
100;0.1;0.6;0.3;14;12;12;4;266.745324163701;3200.94388996441;0.0160140206555234;100_7;20
100;0.1;0.6;0.3;0;12;14;5;5;60;0;100_8;20
100;0.1;0.6;0.3;1;12;14;5;6.74929403788002;80.9915284545602;0.000100309952966948;100_8;20
100;0.1;0.6;0.3;2;12;14;5;9.11059400195254;109.327128023431;0.000235698268296725;100_8;20
100;0.1;0.6;0.3;3;12;14;5;12.2980155557847;147.576186669417;0.000418424304561849;100_8;20
100;0.1;0.6;0.3;4;12;14;5;16.6005846136827;199.207015364193;0.000665025688362797;100_8;20
100;0.1;0.6;0.3;5;12;14;5;22.4084453516903;268.901344220284;0.000997806253114408;100_8;20
100;0.1;0.6;0.3;6;12;14;5;30.2482373220647;362.978847864777;0.00144683728237305;100_8;20
100;0.1;0.6;0.3;7;12;14;5;40.8308495628383;489.970194754059;0.00205264568835195;100_8;20
100;0.1;0.6;0.3;8;12;14;5;55.115881903208;661.390582838496;0.00286981863478264;100_8;20
100;0.1;0.6;0.3;9;12;14;5;74.3986586243641;892.78390349237;0.00397182557848863;100_8;20
100;0.1;0.6;0.3;10;12;14;5;100.427684615938;1205.13221539126;0.00545744800770231;100_8;20
100;0.1;0.6;0.3;11;12;14;5;135.563194603289;1626.75833523947;0.00745931478690187;100_8;20
100;0.1;0.6;0.3;12;12;14;5;182.99117221839;2195.89406662068;0.0101551631107126;100_8;20
100;0.1;0.6;0.3;13;12;14;5;247.012245527651;2964.14694633181;0.0137825684405106;100_8;20
100;0.1;0.6;0.3;14;12;14;5;333.431655204626;4001.17986245551;0.018657979840451;100_8;20
100;0.1;0.6;0.3;0;12;12;2;2;24;0;100_9;20
100;0.1;0.6;0.3;1;12;12;2;2.69971761515201;32.3966113818241;8.59805757555954e-05;100_9;20
100;0.1;0.6;0.3;2;12;12;2;3.64423760078102;43.7308512093722;0.000202030488662186;100_9;20
100;0.1;0.6;0.3;3;12;12;2;4.9192062223139;59.0304746677668;0.000358660124735399;100_9;20
100;0.1;0.6;0.3;4;12;12;2;6.64023384547309;79.6828061456771;0.000570049102550763;100_9;20
100;0.1;0.6;0.3;5;12;12;2;8.96337814067613;107.560537688114;0.00085532348201478;100_9;20
100;0.1;0.6;0.3;6;12;12;2;12.0992949288259;145.191539145911;0.00124027447628805;100_9;20
100;0.1;0.6;0.3;7;12;12;2;16.3323398251353;195.988077901624;0.00175966875242162;100_9;20
100;0.1;0.6;0.3;8;12;12;2;22.0463527612832;264.556233135398;0.00246034933247707;100_9;20
100;0.1;0.6;0.3;9;12;12;2;29.7594634497457;357.113561396948;0.00340538922964695;100_9;20
100;0.1;0.6;0.3;10;12;12;2;40.1710738463753;482.052886156504;0.0046796398744573;100_9;20
100;0.1;0.6;0.3;11;12;12;2;54.2252778413158;650.703334095789;0.00639711472294857;100_9;20
100;0.1;0.6;0.3;12;12;12;2;73.1964688873559;878.357626648271;0.00871076400208615;100_9;20
100;0.1;0.6;0.3;13;12;12;2;98.8048982110603;1185.65877853272;0.0118253217654938;100_9;20
100;0.1;0.6;0.3;14;12;12;2;133.37266208185;1600.4719449822;0.0160140206555234;100_9;20
100;0.1;0.6;0.3;0;12;12;4;4;48;0;100_10;20
100;0.1;0.6;0.3;1;12;12;4;5.39943523030401;64.7932227636481;8.59805757555954e-05;100_10;20
100;0.1;0.6;0.3;2;12;12;4;7.28847520156204;87.4617024187444;0.000202030488662186;100_10;20
100;0.1;0.6;0.3;3;12;12;4;9.8384124446278;118.060949335534;0.000358660124735399;100_10;20
100;0.1;0.6;0.3;4;12;12;4;13.2804676909462;159.365612291354;0.000570049102550763;100_10;20
100;0.1;0.6;0.3;5;12;12;4;17.9267562813523;215.121075376227;0.00085532348201478;100_10;20
100;0.1;0.6;0.3;6;12;12;4;24.1985898576518;290.383078291821;0.00124027447628805;100_10;20
100;0.1;0.6;0.3;7;12;12;4;32.6646796502706;391.976155803247;0.00175966875242162;100_10;20
100;0.1;0.6;0.3;8;12;12;4;44.0927055225664;529.112466270797;0.00246034933247707;100_10;20
100;0.1;0.6;0.3;9;12;12;4;59.5189268994913;714.227122793896;0.00340538922964695;100_10;20
100;0.1;0.6;0.3;10;12;12;4;80.3421476927507;964.105772313008;0.0046796398744573;100_10;20
100;0.1;0.6;0.3;11;12;12;4;108.450555682632;1301.40666819158;0.00639711472294857;100_10;20
100;0.1;0.6;0.3;12;12;12;4;146.392937774712;1756.71525329654;0.00871076400208615;100_10;20
100;0.1;0.6;0.3;13;12;12;4;197.609796422121;2371.31755706545;0.0118253217654938;100_10;20
100;0.1;0.6;0.3;14;12;12;4;266.745324163701;3200.94388996441;0.0160140206555234;100_10;20
100;0.1;0.6;0.3;0;12;12;7;7;84;0;100_11;20
100;0.1;0.6;0.3;1;12;12;7;9.44901165303202;113.388139836384;8.59805757555954e-05;100_11;20
100;0.1;0.6;0.3;2;12;12;7;12.7548316027336;153.057979232803;0.000202030488662186;100_11;20
100;0.1;0.6;0.3;3;12;12;7;17.2172217780986;206.606661337184;0.000358660124735399;100_11;20
100;0.1;0.6;0.3;4;12;12;7;23.2408184591558;278.88982150987;0.000570049102550763;100_11;20
100;0.1;0.6;0.3;5;12;12;7;31.3718234923665;376.461881908397;0.00085532348201478;100_11;20
100;0.1;0.6;0.3;6;12;12;7;42.3475322508906;508.170387010687;0.00124027447628805;100_11;20
100;0.1;0.6;0.3;7;12;12;7;57.1631893879736;685.958272655683;0.00175966875242162;100_11;20
100;0.1;0.6;0.3;8;12;12;7;77.1622346644912;925.946815973894;0.00246034933247707;100_11;20
100;0.1;0.6;0.3;9;12;12;7;104.15812207411;1249.89746488932;0.00340538922964695;100_11;20
100;0.1;0.6;0.3;10;12;12;7;140.598758462314;1687.18510154776;0.0046796398744573;100_11;20
100;0.1;0.6;0.3;11;12;12;7;189.788472444605;2277.46166933526;0.00639711472294857;100_11;20
100;0.1;0.6;0.3;12;12;12;7;256.187641105746;3074.25169326895;0.00871076400208615;100_11;20
100;0.1;0.6;0.3;13;12;12;7;345.817143738711;4149.80572486453;0.0118253217654938;100_11;20
100;0.1;0.6;0.3;14;12;12;7;466.804317286476;5601.65180743771;0.0160140206555234;100_11;20
100;0.1;0.6;0.3;0;12;8;2;2;24;0;100_12;20
100;0.1;0.6;0.3;1;12;8;2;2.69971761515201;32.3966113818241;5.73212052750183e-05;100_12;20
100;0.1;0.6;0.3;2;12;8;2;3.64423760078102;43.7308512093722;0.000134691527995168;100_12;20
100;0.1;0.6;0.3;3;12;8;2;4.9192062223139;59.0304746677668;0.000239121045111923;100_12;20
100;0.1;0.6;0.3;4;12;8;2;6.64023384547309;79.6828061456771;0.000380068850404425;100_12;20
100;0.1;0.6;0.3;5;12;8;2;8.96337814067613;107.560537688114;0.000570296972065676;100_12;20
100;0.1;0.6;0.3;6;12;8;2;12.0992949288259;145.191539145911;0.000827020665229994;100_12;20
100;0.1;0.6;0.3;7;12;8;2;16.3323398251353;195.988077901624;0.00117345681919778;100_12;20
100;0.1;0.6;0.3;8;12;8;2;22.0463527612832;264.556233135398;0.00164090621582791;100_12;20
100;0.1;0.6;0.3;9;12;8;2;29.7594634497457;357.113561396948;0.00227154996003043;100_12;20
100;0.1;0.6;0.3;10;12;8;2;40.1710738463753;482.052886156504;0.00312219821636617;100_12;20
100;0.1;0.6;0.3;11;12;8;2;54.2252778413158;650.703334095789;0.00426930313349472;100_12;20
100;0.1;0.6;0.3;12;12;8;2;73.1964688873559;878.357626648271;0.00581563963100462;100_12;20
100;0.1;0.6;0.3;13;12;8;2;98.8048982110603;1185.65877853272;0.00789916765394305;100_12;20
100;0.1;0.6;0.3;14;12;8;2;133.37266208185;1600.4719449822;0.0107047128066292;100_12;20
100;0.1;0.6;0.3;0;12;9;5;5;60;0;100_13;20
100;0.1;0.6;0.3;1;12;9;5;6.74929403788002;80.9915284545602;6.44861249032846e-05;100_13;20
100;0.1;0.6;0.3;2;12;9;5;9.11059400195254;109.327128023431;0.000151526693348614;100_13;20
100;0.1;0.6;0.3;3;12;9;5;12.2980155557847;147.576186669417;0.000269007155080825;100_13;20
100;0.1;0.6;0.3;4;12;9;5;16.6005846136827;199.207015364193;0.000427567298774356;100_13;20
100;0.1;0.6;0.3;5;12;9;5;22.4084453516903;268.901344220284;0.000641561221427445;100_13;20
100;0.1;0.6;0.3;6;12;9;5;30.2482373220647;362.978847864777;0.00093035014561782;100_13;20
100;0.1;0.6;0.3;7;12;9;5;40.8308495628383;489.970194754059;0.00132004206806546;100_13;20
100;0.1;0.6;0.3;8;12;9;5;55.115881903208;661.390582838496;0.00184583008057393;100_13;20
100;0.1;0.6;0.3;9;12;9;5;74.3986586243641;892.78390349237;0.00255513065617818;100_13;20
100;0.1;0.6;0.3;10;12;9;5;100.427684615938;1205.13221539126;0.00351178695352272;100_13;20
100;0.1;0.6;0.3;11;12;9;5;135.563194603289;1626.75833523947;0.00480168284376759;100_13;20
100;0.1;0.6;0.3;12;12;9;5;182.99117221839;2195.89406662068;0.00654021245429837;100_13;20
100;0.1;0.6;0.3;13;12;9;5;247.012245527651;2964.14694633181;0.00888216618664295;100_13;20
100;0.1;0.6;0.3;14;12;9;5;333.431655204626;4001.17986245551;0.0120347194532953;100_13;20
100;0.1;0.6;0.3;0;12;6;2;2;24;0;100_14;20
100;0.1;0.6;0.3;1;12;6;2;2.69971761515201;32.3966113818241;4.29912119999099e-05;100_14;20
100;0.1;0.6;0.3;2;12;6;2;3.64423760078102;43.7308512093722;0.000101020346886305;100_14;20
100;0.1;0.6;0.3;3;12;6;2;4.9192062223139;59.0304746677668;0.000179346144887571;100_14;20
100;0.1;0.6;0.3;4;12;6;2;6.64023384547309;79.6828061456771;0.000285065182354494;100_14;20
100;0.1;0.6;0.3;5;12;6;2;8.96337814067613;107.560537688114;0.00042775322741917;100_14;20
100;0.1;0.6;0.3;6;12;6;2;12.0992949288259;145.191539145911;0.000620329642576745;100_14;20
100;0.1;0.6;0.3;7;12;6;2;16.3323398251353;195.988077901624;0.000880221771394241;100_14;20
100;0.1;0.6;0.3;8;12;6;2;22.0463527612832;264.556233135398;0.00123093226335702;100_14;20
100;0.1;0.6;0.3;9;12;6;2;29.7594634497457;357.113561396948;0.00170414667276464;100_14;20
100;0.1;0.6;0.3;10;12;6;2;40.1710738463753;482.052886156504;0.00234256373966579;100_14;20
100;0.1;0.6;0.3;11;12;6;2;54.2252778413158;650.703334095789;0.00320368917363489;100_14;20
100;0.1;0.6;0.3;12;12;6;2;73.1964688873559;878.357626648271;0.00436490821289659;100_14;20
100;0.1;0.6;0.3;13;12;6;2;98.8048982110603;1185.65877853272;0.005930244784348;100_14;20
100;0.1;0.6;0.3;14;12;6;2;133.37266208185;1600.4719449822;0.00803932570667065;100_14;20
100;0.1;0.6;0.3;0;12;12;6;6;72;0;100_15;20
100;0.1;0.6;0.3;1;12;12;6;8.09915284545602;97.1898341454722;8.59805757555954e-05;100_15;20
100;0.1;0.6;0.3;2;12;12;6;10.9327128023431;131.192553628117;0.000202030488662186;100_15;20
100;0.1;0.6;0.3;3;12;12;6;14.7576186669417;177.0914240033;0.000358660124735399;100_15;20
100;0.1;0.6;0.3;4;12;12;6;19.9207015364193;239.048418437031;0.000570049102550763;100_15;20
100;0.1;0.6;0.3;5;12;12;6;26.8901344220284;322.681613064341;0.00085532348201478;100_15;20
100;0.1;0.6;0.3;6;12;12;6;36.2978847864777;435.574617437732;0.00124027447628805;100_15;20
100;0.1;0.6;0.3;7;12;12;6;48.9970194754059;587.964233704871;0.00175966875242162;100_15;20
100;0.1;0.6;0.3;8;12;12;6;66.1390582838496;793.668699406195;0.00246034933247707;100_15;20
100;0.1;0.6;0.3;9;12;12;6;89.278390349237;1071.34068419084;0.00340538922964695;100_15;20
100;0.1;0.6;0.3;10;12;12;6;120.513221539126;1446.15865846951;0.0046796398744573;100_15;20
100;0.1;0.6;0.3;11;12;12;6;162.675833523947;1952.11000228737;0.00639711472294857;100_15;20
100;0.1;0.6;0.3;12;12;12;6;219.589406662068;2635.07287994481;0.00871076400208615;100_15;20
100;0.1;0.6;0.3;13;12;12;6;296.414694633181;3556.97633559817;0.0118253217654938;100_15;20
100;0.1;0.6;0.3;14;12;12;6;400.117986245551;4801.41583494661;0.0160140206555234;100_15;20
100;0.1;0.6;0.3;0;12;8;1;1;12;0;100_16;20
100;0.1;0.6;0.3;1;12;8;1;1.349858807576;16.198305690912;5.73212052750183e-05;100_16;20
100;0.1;0.6;0.3;2;12;8;1;1.82211880039051;21.8654256046861;0.000134691527995168;100_16;20
100;0.1;0.6;0.3;3;12;8;1;2.45960311115695;29.5152373338834;0.000239121045111923;100_16;20
100;0.1;0.6;0.3;4;12;8;1;3.32011692273655;39.8414030728386;0.000380068850404425;100_16;20
100;0.1;0.6;0.3;5;12;8;1;4.48168907033806;53.7802688440568;0.000570296972065676;100_16;20
100;0.1;0.6;0.3;6;12;8;1;6.04964746441294;72.5957695729553;0.000827020665229994;100_16;20
100;0.1;0.6;0.3;7;12;8;1;8.16616991256765;97.9940389508118;0.00117345681919778;100_16;20
100;0.1;0.6;0.3;8;12;8;1;11.0231763806416;132.278116567699;0.00164090621582791;100_16;20
100;0.1;0.6;0.3;9;12;8;1;14.8797317248728;178.556780698474;0.00227154996003043;100_16;20
100;0.1;0.6;0.3;10;12;8;1;20.0855369231877;241.026443078252;0.00312219821636617;100_16;20
100;0.1;0.6;0.3;11;12;8;1;27.1126389206579;325.351667047895;0.00426930313349472;100_16;20
100;0.1;0.6;0.3;12;12;8;1;36.598234443678;439.178813324136;0.00581563963100462;100_16;20
100;0.1;0.6;0.3;13;12;8;1;49.4024491055302;592.829389266362;0.00789916765394305;100_16;20
100;0.1;0.6;0.3;14;12;8;1;66.6863310409252;800.235972491102;0.0107047128066292;100_16;20
100;0.1;0.6;0.3;0;12;12;4;4;48;0;100_17;20
100;0.1;0.6;0.3;1;12;12;4;5.39943523030401;64.7932227636481;8.59805757555954e-05;100_17;20
100;0.1;0.6;0.3;2;12;12;4;7.28847520156204;87.4617024187444;0.000202030488662186;100_17;20
100;0.1;0.6;0.3;3;12;12;4;9.8384124446278;118.060949335534;0.000358660124735399;100_17;20
100;0.1;0.6;0.3;4;12;12;4;13.2804676909462;159.365612291354;0.000570049102550763;100_17;20
100;0.1;0.6;0.3;5;12;12;4;17.9267562813523;215.121075376227;0.00085532348201478;100_17;20
100;0.1;0.6;0.3;6;12;12;4;24.1985898576518;290.383078291821;0.00124027447628805;100_17;20
100;0.1;0.6;0.3;7;12;12;4;32.6646796502706;391.976155803247;0.00175966875242162;100_17;20
100;0.1;0.6;0.3;8;12;12;4;44.0927055225664;529.112466270797;0.00246034933247707;100_17;20
100;0.1;0.6;0.3;9;12;12;4;59.5189268994913;714.227122793896;0.00340538922964695;100_17;20
100;0.1;0.6;0.3;10;12;12;4;80.3421476927507;964.105772313008;0.0046796398744573;100_17;20
100;0.1;0.6;0.3;11;12;12;4;108.450555682632;1301.40666819158;0.00639711472294857;100_17;20
100;0.1;0.6;0.3;12;12;12;4;146.392937774712;1756.71525329654;0.00871076400208615;100_17;20
100;0.1;0.6;0.3;13;12;12;4;197.609796422121;2371.31755706545;0.0118253217654938;100_17;20
100;0.1;0.6;0.3;14;12;12;4;266.745324163701;3200.94388996441;0.0160140206555234;100_17;20
100;0.1;0.6;0.3;0;12;8;0;0;0;0;100_18;20
100;0.1;0.6;0.3;1;12;8;0;0;0;5.73212052750183e-05;100_18;20
100;0.1;0.6;0.3;2;12;8;0;0;0;0.000134691527995168;100_18;20
100;0.1;0.6;0.3;3;12;8;0;0;0;0.000239121045111923;100_18;20
100;0.1;0.6;0.3;4;12;8;0;0;0;0.000380068850404425;100_18;20
100;0.1;0.6;0.3;5;12;8;0;0;0;0.000570296972065676;100_18;20
100;0.1;0.6;0.3;6;12;8;0;0;0;0.000827020665229994;100_18;20
100;0.1;0.6;0.3;7;12;8;0;0;0;0.00117345681919778;100_18;20
100;0.1;0.6;0.3;8;12;8;0;0;0;0.00164090621582791;100_18;20
100;0.1;0.6;0.3;9;12;8;0;0;0;0.00227154996003043;100_18;20
100;0.1;0.6;0.3;10;12;8;0;0;0;0.00312219821636617;100_18;20
100;0.1;0.6;0.3;11;12;8;0;0;0;0.00426930313349472;100_18;20
100;0.1;0.6;0.3;12;12;8;0;0;0;0.00581563963100462;100_18;20
100;0.1;0.6;0.3;13;12;8;0;0;0;0.00789916765394305;100_18;20
100;0.1;0.6;0.3;14;12;8;0;0;0;0.0107047128066292;100_18;20
100;0.1;0.6;0.3;0;12;9;4;4;48;0;100_19;20
100;0.1;0.6;0.3;1;12;9;4;5.39943523030401;64.7932227636481;6.44861249032846e-05;100_19;20
100;0.1;0.6;0.3;2;12;9;4;7.28847520156204;87.4617024187444;0.000151526693348614;100_19;20
100;0.1;0.6;0.3;3;12;9;4;9.8384124446278;118.060949335534;0.000269007155080825;100_19;20
100;0.1;0.6;0.3;4;12;9;4;13.2804676909462;159.365612291354;0.000427567298774356;100_19;20
100;0.1;0.6;0.3;5;12;9;4;17.9267562813523;215.121075376227;0.000641561221427445;100_19;20
100;0.1;0.6;0.3;6;12;9;4;24.1985898576518;290.383078291821;0.00093035014561782;100_19;20
100;0.1;0.6;0.3;7;12;9;4;32.6646796502706;391.976155803247;0.00132004206806546;100_19;20
100;0.1;0.6;0.3;8;12;9;4;44.0927055225664;529.112466270797;0.00184583008057393;100_19;20
100;0.1;0.6;0.3;9;12;9;4;59.5189268994913;714.227122793896;0.00255513065617818;100_19;20
100;0.1;0.6;0.3;10;12;9;4;80.3421476927507;964.105772313008;0.00351178695352272;100_19;20
100;0.1;0.6;0.3;11;12;9;4;108.450555682632;1301.40666819158;0.00480168284376759;100_19;20
100;0.1;0.6;0.3;12;12;9;4;146.392937774712;1756.71525329654;0.00654021245429837;100_19;20
100;0.1;0.6;0.3;13;12;9;4;197.609796422121;2371.31755706545;0.00888216618664295;100_19;20
100;0.1;0.6;0.3;14;12;9;4;266.745324163701;3200.94388996441;0.0120347194532953;100_19;20
100;0.1;0.6;0.3;0;12;12;3;3;36;0;100_20;20
100;0.1;0.6;0.3;1;12;12;3;4.04957642272801;48.5949170727361;8.59805757555954e-05;100_20;20
100;0.1;0.6;0.3;2;12;12;3;5.46635640117153;65.5962768140583;0.000202030488662186;100_20;20
100;0.1;0.6;0.3;3;12;12;3;7.37880933347085;88.5457120016502;0.000358660124735399;100_20;20
100;0.1;0.6;0.3;4;12;12;3;9.96035076820964;119.524209218516;0.000570049102550763;100_20;20
100;0.1;0.6;0.3;5;12;12;3;13.4450672110142;161.34080653217;0.00085532348201478;100_20;20
