pinf;pcont;kk;cc
0.122551398057321;0.665484462711499;0.342381285492472;12.9707741746684
0.0937079719258701;0.586359540059855;0.227446034927802;12.9412051149803
0.11702073494007;0.632290242659832;0.387827101980144;10.656384622118
0.126127866553612;0.579018037845534;0.117844814316034;11.051992436024
0.168354984253906;0.72652735695059;0.257643558433602;10.635624347884
0.0827764760039215;0.462897457827233;0.263373027060459;10.6548379679213
0.159186925135498;0.591356704509613;0.322186043000331;13.5152232008309
0.0829839821573006;0.533054753788899;0.257099534716157;12.1374736616786
0.121646627617448;0.640868082499716;0.307200744786381;13.5217215147464
0.0806828499586466;0.471540133481446;0.486221269294984;11.0190005467974
0.107920040869919;0.551201065858194;0.11942428883153;12.0361011168568
0.113788486806257;0.677847990561578;0.336506468566395;10.7637630575545
0.140228337186292;0.611338560636758;0.340474814218885;12.8298887174612
0.114181125074182;0.648291282999419;0.383177424078378;12.4225836996475
0.149140662369171;0.629880543636066;0.263897391680899;14.1653450536294
0.114500358472581;0.585469972405111;0.147327649576612;11.5508252682125
0.0352252613606179;0.591834889511508;0.355878356502368;12.0076688183869
0.0631853068700032;0.546507165262238;0.344469146135624;10.2400145995045
0.0625063015213659;0.568735922518902;0.296863133673194;13.4320994322951
0.0746098155996274;0.5590291807408;0.291790229920874;12.2395622107588
0.0651845482585174;0.601637893255431;0.270664530450544;13.1513476588754
0.0512239913179316;0.564960970811712;0.376425027251676;13.1714326495838
0.253348408949132;0.569870961024054;0.431663249591172;13.0555582424996
0.17262532571499;0.634227493114729;0.287257188470556;12.5482284811572
0.113395507084366;0.536007989055289;0.215888312476729;9.78152270593063
0.00881208115306707;0.598999709845853;0.257256859277819;11.4691175355836
0.0894343117665159;0.63313280953437;0.191735956054347;10.2830713554566
0.0374467680647723;0.578648313288566;0.379434960520679;14.5409723479013
0.147710380495858;0.546782774803937;0.189949883760444;11.8433191006301
0.10494507643929;0.660097650264994;0.356736262305675;11.4369594105484
0.119633892841423;0.631706318763225;0.306114055264273;10.818705796601
0.135044283254056;0.504462339035541;0.498080098609494;12.4963907330369
0.123534632001713;0.638773929652465;0.455125347798117;12.3124371515541
0.0867073354198416;0.605347089483262;0.17554305353325;12.7034470004584
0.0861135063353721;0.593623361059386;0.231107668872391;11.6764137163189
0.111203760771705;0.62292009563852;0.301823066519652;14.6211944343573
0.120243163735955;0.648081419578214;0.321784547639795;12.1757422152476
0.149772928502235;0.639307536876141;0.476243169506404;12.9480095118457
0.142047929401507;0.653440055572835;0.389400668448184;13.3346396314747
0.146321962713919;0.534566168951877;0.427009504655313;11.6818042067412
0.0107053205159235;0.590940689766743;0.402414757400749;12.5003285651545
0.125129102886132;0.631483260203973;0.255003579236014;10.8798964770952
0.178574223674176;0.625380480380687;0.436294477753133;12.1308876500675
0.07429560444102;0.633720070841315;0.356671585157321;13.4887858360293
0.168859920760269;0.626496470666891;0.310257844676196;8.52912894217635
0.145685883645562;0.586653920582187;0.174378332120817;11.6519612990311
0.0794033024528394;0.576444006735302;0.34296453120443;11.728868120441
0.109282826375495;0.578557067538875;0.498511806200107;12.4053234131694
0.0981157199835283;0.657047116998995;0.271604228019025;13.5884167906479
0.145000502226196;0.628809055914097;0.135111232303721;12.1719985162271
0.0452302750160079;0.587295314551131;0.0994964997562461;13.2148455829811
0.0694066968707924;0.547342364330663;0.280173855319186;11.7017708910521
0.0487185717547494;0.624295542940508;0.375339308570166;11.9704024638483
0.157217859105201;0.593764821442479;0.286517927252608;12.5288064654021
0.144045861088556;0.618578315863672;0.195750824386751;13.2669250388677
0.0836929974642054;0.533094498046203;0.425800171330227;13.9990035083538
0.168959958039412;0.657072531492856;0.251876486967696;10.2569868208594
0.129165835090379;0.716216945547875;0.442459290289481;10.2373790156233
0.173983108675592;0.534712176622608;0.205904048358267;13.0764028518904
0.132721299482467;0.643227672415546;0.0518530995254533;11.0916759276046
0.0732848022484726;0.624858798242424;0.286480398972156;13.3528062489732
0.108004926854551;0.670151535720055;0.223423404259296;12.7473841498274
0.172868959400846;0.684629649336655;0.214184047917545;12.8634005520428
0.131960290990802;0.533859909535661;0.207218669427285;12.1224870255772
0.131932063723947;0.585465812708754;0.473872304670672;12.2982367237457
0.0612683905229742;0.510128188497881;0.246257475161569;11.0818904307793
0.0354337957858808;0.612364471618284;0.116034602531075;13.2580051802796
